Address,Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,City,District
"Đường Hoàng Diệu, Phường Bình Hiên, Hải Châu, Đà Nẵng",101.6,9.4,2.5,2.0,3,2,Have certificate,Full,4.75,Đà Nẵng,Hải Châu
"Đường Trung Kiên, Phường Minh Khai, Bắc Từ Liêm, Hà Nội",37.0,4.68,10.0,5.0,3,1,Have certificate,Full,6.8,Hà Nội,Bắc Từ Liêm
"Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",60.0,5.0,5.0,3.0,3,3,Have certificate,Full,4.65,Hồ Chí Minh,Quận 9
"Đường Đại Mỗ, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",32.0,4.8,2.5,5.0,3,4,Have certificate,Basic,5.25,Hà Nội,Nam Từ Liêm
"Đường Trương Văn Bang, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",58.8,4.2,5.0,5.0,1,1,Have certificate,N/A,5.2,Hồ Chí Minh,Quận 2
"Đường 422B, Xã Vân Canh, Hoài Đức, Hà Nội",30.0,4.76,2.0,5.0,3,4,Have certificate,Full,4.4,Hà Nội,Hoài Đức
"Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội",25.0,3.0,3.0,4.0,2,2,Have certificate,Full,6.3,Hà Nội,Tây Hồ
"140/98 Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh",59.0,5.0,6.0,4.0,1,1,Have certificate,N/A,4.5,Hồ Chí Minh,Quận 12
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",51.25,4.1,3.0,3.0,3,3,Have certificate,Basic,5.0,Hồ Chí Minh,Quận 7
"Đường Bùi Trọng Nghĩa, Phường Trảng Dài, Biên Hòa, Đồng Nai",88.0,4.0,6.0,1.0,3,2,Have certificate,Basic,3.5,Đồng Nai,Biên Hòa
"Đường Số 6, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",65.5,3.3,5.0,1.0,5,1,Have certificate,N/A,3.5,Hồ Chí Minh,Thủ Đức
"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",62.0,4.0,3.0,4.0,3,3,Sale contract,N/A,8.5,Hồ Chí Minh,Bình Thạnh
"Phường Giáp Bát, Hoàng Mai, Hà Nội",35.0,5.0,5.0,4.0,5,3,Have certificate,N/A,7.8,Hà Nội,Hoàng Mai
"Đường Nguyễn Thượng Hiền, Phường 5, Bình Thạnh, Hồ Chí Minh",40.0,4.0,5.0,5.0,4,5,Have certificate,N/A,6.7,Hồ Chí Minh,Bình Thạnh
"Đường Thanh Nhàn, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",27.8,3.0,2.0,4.0,4,3,Have certificate,Basic,4.5,Hà Nội,Hai Bà Trưng
"Đường Bùi Quang Là, Phường 12, Gò Vấp, Hồ Chí Minh",122.0,5.5,5.0,4.0,5,3,Have certificate,Full,8.6,Hồ Chí Minh,Gò Vấp
"Đường Lê Văn Hiến, Phường Đức Thắng, Bắc Từ Liêm, Hà Nội",48.0,7.0,5.5,2.0,4,4,Have certificate,Basic,7.65,Hà Nội,Bắc Từ Liêm
"Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội",37.0,12.0,3.0,6.0,3,5,Have certificate,Full,8.85,Hà Nội,Hà Đông
"Hẻm C13 Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",32.0,4.2,5.0,1.0,1,1,Sale contract,N/A,2.1,Hồ Chí Minh,Bình Chánh
"Đường La Cả, Phường Dương Nội, Hà Đông, Hà Nội",30.0,5.0,2.0,1.0,1,1,Have certificate,Basic,2.2,Hà Nội,Hà Đông
"Đường Nguyễn Công Trứ, Phường Văn Quán, Hà Đông, Hà Nội",31.0,3.0,2.0,4.0,3,3,Have certificate,Full,4.6,Hà Nội,Hà Đông
"Đường Kha Vạn Cân, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",44.0,5.0,4.0,2.0,2,2,Have certificate,N/A,4.3,Hồ Chí Minh,Thủ Đức
"Đường Hoàng Văn Thụ, Phường 2, Tân Bình, Hồ Chí Minh",52.8,4.6,5.0,3.0,4,4,Have certificate,N/A,6.5,Hồ Chí Minh,Tân Bình
"Đường Cô Giang, Phường 1, Phú Nhuận, Hồ Chí Minh",61.0,3.2,6.0,1.0,2,2,Have certificate,N/A,7.5,Hồ Chí Minh,Phú Nhuận
"Đường Ngô Gia Tự, Phường Đức Giang, Long Biên, Hà Nội",60.0,4.7,6.0,2.0,2,1,Have certificate,N/A,6.2,Hà Nội,Long Biên
"Đường Hòa Hưng, Phường 13, Quận 10, Hồ Chí Minh",56.0,4.5,3.0,2.0,3,3,Have certificate,Basic,2.62,Hồ Chí Minh,Quận 10
"Đường Phạm Thế Hiển, Phường 6, Quận 8, Hồ Chí Minh",56.0,5.0,3.0,1.0,2,3,Sale contract,Basic,2.82,Hồ Chí Minh,Quận 8
"Đường Huỳnh Văn Bánh, Phường 12, Phú Nhuận, Hồ Chí Minh",45.0,5.0,5.0,3.0,4,4,Have certificate,Basic,2.87,Hồ Chí Minh,Phú Nhuận
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",60.0,5.0,3.0,5.0,4,4,Have certificate,Full,8.98,Hà Nội,Ba Đình
"An Thọ, Xã An Khánh, Hoài Đức, Hà Nội",91.0,4.52,7.0,6.0,1,1,Sale contract,Basic,7.7,Hà Nội,Hoài Đức
"Phố Trần Bình, Phường Mai Dịch, Cầu Giấy, Hà Nội",36.0,4.0,3.0,4.0,4,3,Have certificate,Full,5.25,Hà Nội,Cầu Giấy
"Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội",40.0,4.0,3.0,7.0,3,4,Have certificate,Full,9.7,Hà Nội,Ba Đình
"Ngõ 206, Đường Cổ Linh, Phường Long Biên, Long Biên, Hà Nội",35.0,4.3,3.0,6.0,4,5,Have certificate,Full,5.0,Hà Nội,Long Biên
"Đường Bùi Thị Xuân, Phường Tân Bình, Dĩ An, Bình Dương",60.0,6.2,8.0,2.0,3,2,Have certificate,Basic,3.1,Bình Dương,Dĩ An
"Đường Kinh Dương Vương, Phường 12, Quận 6, Hồ Chí Minh",65.0,4.6,10.0,2.0,2,2,Have certificate,N/A,7.9,Hồ Chí Minh,Quận 6
"Ngõ Quỳnh, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",35.0,4.0,3.0,5.0,4,4,Have certificate,Full,6.5,Hà Nội,Hai Bà Trưng
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",37.0,4.2,3.0,5.0,3,4,Have certificate,N/A,7.5,Hà Nội,Hai Bà Trưng
"Phố Mạc Thị Bưởi, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",32.0,4.0,3.0,4.0,3,4,Have certificate,Full,5.8,Hà Nội,Hai Bà Trưng
"Ngõ Lệnh Cư, Đường Trung Phụng, Phường Thổ Quan, Đống Đa, Hà Nội",30.0,6.0,2.0,5.0,3,4,Sale contract,Full,5.85,Hà Nội,Đống Đa
"Đường Lê Thị Trung, Phường Thuận Giao, Thuận An, Bình Dương",81.8,4.2,5.0,2.0,2,2,Have certificate,Basic,2.65,Bình Dương,Thuận An
"Phố Quỳnh Mai, Phường Quỳnh Mai, Hai Bà Trưng, Hà Nội",43.0,4.0,5.0,3.0,2,2,Have certificate,Full,3.68,Hà Nội,Hai Bà Trưng
"Dự án KĐTM lấn biển Tây Bắc TP. Rạch Giá, Đường Số 11, Phường Vĩnh Thanh, Rạch Giá, Kiên Giang",90.0,4.5,7.0,2.0,3,3,Have certificate,Basic,3.25,Kiên Giang,Rạch Giá
"Đường 17, Phường An Lạc, Bình Tân, Hồ Chí Minh",64.0,4.0,5.0,3.0,3,4,Have certificate,Basic,7.3,Hồ Chí Minh,Bình Tân
"Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội",34.0,3.0,3.0,5.0,3,4,Have certificate,Full,5.1,Hà Nội,Tây Hồ
"Đường Tân Hương, Phường Tân Quý, Tân Phú, Hồ Chí Minh",84.0,4.0,7.0,3.5,4,5,Sale contract,N/A,8.0,Hồ Chí Minh,Tân Phú
"Đường Ái Mộ, Phường Bồ Đề, Long Biên, Hà Nội",37.0,4.0,4.0,5.0,3,4,Have certificate,N/A,7.7,Hà Nội,Long Biên
"Đường Tân Xuân 6, Xã Tân Xuân, Hóc Môn, Hồ Chí Minh",36.0,4.2,5.0,1.0,1,1,Sale contract,N/A,1.42,Hồ Chí Minh,Hóc Môn
"Xã Trung Chánh, Hóc Môn, Hồ Chí Minh",78.0,8.0,12.0,2.0,3,4,Sale contract,N/A,1.7,Hồ Chí Minh,Hóc Môn
"Phố Lý Thường Kiệt, Phường Dĩ An, Dĩ An, Bình Dương",72.1,4.0,3.0,1.0,1,1,Have certificate,Basic,2.35,Bình Dương,Dĩ An
"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",30.0,3.1,3.0,5.0,3,4,Have certificate,N/A,7.98,Hà Nội,Ba Đình
"Đường Trường Chinh, Phường 13, Tân Bình, Hồ Chí Minh",58.3,4.0,4.0,3.0,4,3,Have certificate,Full,8.9,Hồ Chí Minh,Tân Bình
"Đường 10, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh.",40.0,4.0,7.0,2.0,2,2,Sale contract,Full,1.7,Hồ Chí Minh,Bình Tân
"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",41.0,4.5,3.0,6.0,4,4,Have certificate,Full,9.2,Hà Nội,Long Biên
"Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội",30.0,4.2,3.0,5.0,3,4,Sale contract,N/A,4.5,Hà Nội,Cầu Giấy
"Số 33, Đường Ngô Văn Sở, Phường Bắc Sơn, Sầm Sơn, Thanh Hóa.",69.0,6.0,6.0,2.0,3,1,Sale contract,Full,2.05,Thanh Hóa,Sầm Sơn
"Phường Ngọc Khánh, Ba Đình, Hà Nội",30.0,10.0,5.0,5.0,4,3,Sale contract,N/A,8.9,Hà Nội,Ba Đình
"Phường Phước Hải, Nha Trang, Khánh Hòa",100.0,5.0,10.0,3.0,2,3,Have certificate,Full,7.8,Khánh Hòa,Nha Trang
"Đường Ngũ Nhạc, Phường Thanh Trì, Hoàng Mai, Hà Nội",35.0,3.5,2.7,5.0,3,4,Have certificate,N/A,5.6,Hà Nội,Hoàng Mai
"Đường Số 10, Phường Thường Thạnh, Cái Răng, Cần Thơ",100.0,5.0,5.0,1.0,2,2,Have certificate,Basic,3.8,Cần Thơ,Cái Răng
"21 ngõ 266, Đường Thụy Phương, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",37.0,4.6,5.0,5.0,3,4,Have certificate,Full,7.9,Hà Nội,Bắc Từ Liêm
"Đường Liên khu 4-5, Phường An Lạc, Bình Tân, Hồ Chí Minh",50.0,4.0,5.0,1.0,4,5,Have certificate,N/A,4.7,Hồ Chí Minh,Bình Tân
"Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",46.0,4.0,6.0,3.0,4,4,Have certificate,N/A,5.6,Hồ Chí Minh,Bình Tân
"Đường Nguyễn Trãi, Phường Bắc Sơn, Sầm Sơn, Thanh Hóa.",88.0,6.0,10.0,2.0,3,2,Have certificate,Basic,4.05,Thanh Hóa,Sầm Sơn
"Đường Đại Cát, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",42.0,4.0,6.0,5.0,3,4,Have certificate,Full,6.5,Hà Nội,Bắc Từ Liêm
"Đường Hoàng Văn Thụ, Phường An Cư, Ninh Kiều, Cần Thơ",51.8,3.7,5.0,1.0,3,2,Have certificate,Full,2.9,Cần Thơ,Ninh Kiều
"Đường Hùng Vương, Phường Lộc Thọ, Nha Trang, Khánh Hòa",46.2,3.55,3.0,6.0,5,6,Have certificate,Full,7.5,Khánh Hòa,Nha Trang
"Đường Nguyễn Duy Trinh, Phường Phú Hữu, Quận 9, Hồ Chí Minh",90.0,4.0,5.0,2.0,2,2,Have certificate,N/A,5.1,Hồ Chí Minh,Quận 9
"Đường Tên Lửa, Phường An Lạc, Bình Tân, Hồ Chí Minh",90.0,4.2,5.0,4.0,4,3,Have certificate,Full,9.7,Hồ Chí Minh,Bình Tân
"Đường Phan Văn Trị, Phường 2, Quận 5, Hồ Chí Minh",39.0,3.0,5.0,3.0,1,1,Have certificate,N/A,9.7,Hồ Chí Minh,Quận 5
"Đường Man Thiện, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",53.0,5.0,6.0,3.0,3,3,Have certificate,Full,4.8,Hồ Chí Minh,Quận 9
"Phường Phú Lãm, Hà Đông, Hà Nội",33.0,3.6,3.0,4.0,3,4,Have certificate,Basic,3.7,Hà Nội,Hà Đông
"Phường Hòa Thọ Tây, Cẩm Lệ, Đà Nẵng",85.0,4.2,5.5,1.0,1,1,Sale contract,N/A,2.2,Đà Nẵng,Cẩm Lệ
"Xã Phước Lợi, Bến Lức, Long An",102.0,4.2,5.0,2.0,2,2,Sale contract,N/A,1.56,Long An,Bến Lức
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",64.0,5.0,6.0,2.0,3,3,Sale contract,N/A,5.0,Hồ Chí Minh,Nhà Bè
"Đường Chợ Hàng Mới, Phường  Kênh Dương, Lê Chân, Hải Phòng",42.0,4.0,3.0,4.0,3,3,Have certificate,Basic,3.05,Hải Phòng,Lê Chân
"Phường Tân Tạo A, Bình Tân, Hồ Chí Minh",142.0,4.5,10.0,2.0,5,1,Have certificate,N/A,7.7,Hồ Chí Minh,Bình Tân
"Xã Cự Khê, Thanh Oai, Hà Nội",30.9,3.0,3.0,3.0,3,2,Have certificate,Basic,2.68,Hà Nội,Thanh Oai
"Dự án The Pegasus Residence, Đường Nguyễn Văn Tỏ, Phường Long Bình Tân, Biên Hòa, Đồng Nai",130.0,10.0,5.0,2.0,1,1,Have certificate,N/A,4.9,Đồng Nai,Biên Hòa
"Đường Núi Trúc, Phường Giảng Võ, Ba Đình, Hà Nội",27.0,3.5,5.0,5.0,3,3,Sale contract,N/A,8.0,Hà Nội,Ba Đình
"đường Mỹ Đình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",55.0,4.2,2.8,4.0,4,3,Have certificate,N/A,9.77,Hà Nội,Nam Từ Liêm
"Đường Lê Hồng Phong, Phường 2, Quận 10, Hồ Chí Minh",54.0,4.0,3.0,2.0,2,2,Have certificate,Basic,6.4,Hồ Chí Minh,Quận 10
"Đường Mỹ Phước Tân Vạn, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",60.6,4.0,12.0,3.0,3,3,Have certificate,Full,3.2,Bình Dương,Dĩ An
"Đường Quang Trung, Phường Yên Nghĩa, Hà Đông, Hà Nội",32.0,3.6,2.0,4.0,3,3,Have certificate,Basic,3.3,Hà Nội,Hà Đông
"Đường Cư Xá Phú Lâm B, Phường 13, Quận 6, Hồ Chí Minh",84.0,4.2,8.0,2.0,7,7,Have certificate,Full,6.8,Hồ Chí Minh,Quận 6
"Đường Nguyễn Văn Khối, Phường 9, Gò Vấp, Hồ Chí Minh",45.0,4.0,6.0,3.0,3,4,Have certificate,Full,7.0,Hồ Chí Minh,Gò Vấp
"Đường Thụy Phương, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội",35.0,3.5,3.0,1.0,1,1,Have certificate,Full,3.4,Hà Nội,Bắc Từ Liêm
"Đường ĐT 743, Phường Bình Chuẩn, Thuận An, Bình Dương",90.0,5.0,5.0,2.0,3,2,Have certificate,Full,2.6,Bình Dương,Thuận An
"Đường Hà Huy Giáp, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",126.0,5.0,5.5,2.0,6,6,Have certificate,N/A,8.6,Đà Nẵng,Hải Châu
"Đường Hồ Tùng Mậu, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",90.0,5.0,7.5,3.0,4,4,Have certificate,Full,6.49,Đà Nẵng,Liên Chiểu
"Đường Cách Mạng Tháng Tám, Phường 13, Quận 10, Hồ Chí Minh",44.0,4.0,6.0,3.0,4,4,Have certificate,Full,7.0,Hồ Chí Minh,Quận 10
"Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội",37.0,4.0,3.0,6.0,4,5,Have certificate,Full,8.8,Hà Nội,Hà Đông
"Đường Huỳnh Văn Bánh, Phường 12, Phú Nhuận, Hồ Chí Minh",36.3,4.7,5.0,3.0,4,3,Have certificate,N/A,9.5,Hồ Chí Minh,Phú Nhuận
"Dự án Kim Long City, Đường Nguyễn Sinh Sắc, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",100.0,5.0,7.5,3.0,3,3,Sale contract,N/A,4.49,Đà Nẵng,Liên Chiểu
"Đường An Nhơn 8, Phường  An Hải Bắc, Sơn Trà, Đà Nẵng",70.0,6.0,5.5,2.0,3,3,Have certificate,N/A,6.3,Đà Nẵng,Sơn Trà
"Đường Gò Xoài, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",65.0,4.0,6.0,2.0,2,2,Sale contract,N/A,5.5,Hồ Chí Minh,Bình Tân
"Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh",50.0,2.4,6.0,4.0,3,4,Have certificate,Full,9.3,Hồ Chí Minh,Quận 3
"Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội",37.0,12.0,3.0,6.0,4,5,Have certificate,N/A,8.85,Hà Nội,Hà Đông
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",48.0,4.0,2.5,5.0,4,4,Sale contract,N/A,7.35,Hà Nội,Ba Đình
"Đường Lê Văn Thọ, Phường 14, Gò Vấp, Hồ Chí Minh",63.0,4.0,4.0,2.0,4,2,Have certificate,N/A,6.25,Hồ Chí Minh,Gò Vấp
"Đường Dương Sơn, Xã Hòa Tiến, Hòa Vang, Đà Nẵng",125.0,5.0,5.0,1.0,2,1,Have certificate,Full,1.69,Đà Nẵng,Hòa Vang
"Dự án Tropicana - Novaworld Hồ Tràm, Đường Ven Biển, Xã Bình Châu, Xuyên Mộc, Bà Rịa Vũng Tàu",160.0,8.0,12.0,2.0,4,3,Sale contract,N/A,6.0,Bà Rịa Vũng Tàu,Xuyên Mộc
"Ngõ 184, Đường Trần Khát Chân, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",33.0,3.2,3.0,5.0,3,4,Have certificate,Full,4.95,Hà Nội,Hai Bà Trưng
"Đường Chiến Thắng, Xã Tân Triều, Thanh Trì, Hà Nội",30.0,4.2,5.0,4.0,4,4,Have certificate,N/A,3.65,Hà Nội,Thanh Trì
"Xã Vân Hà, Đông Anh, Hà Nội",63.0,5.0,4.0,3.0,3,3,Have certificate,Basic,3.1,Hà Nội,Đông Anh
"Phố Hạ Đình, Phường Hạ Đình, Thanh Xuân, Hà Nội",33.0,3.3,2.0,4.0,3,3,Have certificate,Full,6.15,Hà Nội,Thanh Xuân
"Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội",33.0,4.0,4.5,5.0,3,4,Have certificate,Full,6.1,Hà Nội,Tây Hồ
"Xã Di Trạch, Hoài Đức, Hà Nội",40.0,4.0,3.0,5.0,3,4,Have certificate,N/A,4.3,Hà Nội,Hoài Đức
"Đường Độc Lập, Phường Tân Thành, Tân Phú, Hồ Chí Minh",48.0,3.75,5.0,4.0,4,4,Have certificate,N/A,6.1,Hồ Chí Minh,Tân Phú
"Đường Phạm Hùng, Xã Trung An, Mỹ Tho, Tiền Giang",60.0,4.2,5.0,2.0,3,2,Have certificate,Basic,1.36,Tiền Giang,Mỹ Tho
"Đường Cống Lở, Phường 15, Tân Bình, Hồ Chí Minh",19.2,4.5,6.0,3.0,2,3,Have certificate,Full,1.97,Hồ Chí Minh,Tân Bình
"Đường Bắc Cầu, Phường Ngọc Thụy, Long Biên, Hà Nội",46.0,4.6,5.0,3.0,3,3,Have certificate,Full,3.95,Hà Nội,Long Biên
"Đường Bình Thành, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",33.0,4.0,4.0,3.0,5,3,Sale contract,Full,2.6,Hồ Chí Minh,Bình Tân
"Đường Dương Văn Dương, Phường Tân Quý, Tân Phú, Hồ Chí Minh",53.0,4.0,3.0,1.0,2,2,Have certificate,Basic,4.3,Hồ Chí Minh,Tân Phú
"Đường Thới An 16, Phường Thới An, Quận 12, Hồ Chí Minh",82.0,5.3,5.0,3.0,4,5,Have certificate,Basic,5.5,Hồ Chí Minh,Quận 12
"Đường Kim Giang, Xã Thanh Liệt, Thanh Trì, Hà Nội",40.0,4.0,3.0,5.0,4,4,Have certificate,N/A,5.5,Hà Nội,Thanh Trì
"Đường 475, Phường Phước Long B, Quận 9, Hồ Chí Minh",52.0,4.0,2.5,3.0,3,3,Have certificate,Full,3.5,Hồ Chí Minh,Quận 9
"Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh",42.0,2.4,6.0,5.0,3,4,Sale contract,N/A,8.5,Hồ Chí Minh,Quận 3
"Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội",82.0,4.7,3.0,4.0,4,3,Have certificate,Full,9.6,Hà Nội,Tây Hồ
"Đường Vũ Lăng, Xã Ngũ Hiệp, Thanh Trì, Hà Nội",60.0,4.1,7.0,5.0,5,5,Have certificate,Full,9.2,Hà Nội,Thanh Trì
"Đường Láng, Phường Thịnh Quang, Đống Đa, Hà Nội",24.0,5.6,4.5,5.0,4,5,Have certificate,Full,5.95,Hà Nội,Đống Đa
"Đường Đông Hòa 1, Phường Đồng Hòa, Kiến An, Hải Phòng",40.0,12.0,12.0,4.0,4,3,Have certificate,N/A,3.48,Hải Phòng,Kiến An
"Hẻm 1 trục Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh",46.0,4.0,5.0,4.0,3,3,Have certificate,Basic,6.0,Hồ Chí Minh,Gò Vấp
"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",69.0,4.1,10.0,1.0,2,1,Have certificate,N/A,5.3,Hồ Chí Minh,Quận 12
"KP. Đông Nhì, Phường Lái Thiêu, Thuận An, Bình Dương",51.2,4.0,3.0,1.0,2,1,Have certificate,Basic,2.1,Bình Dương,Thuận An
"Đường Nguyễn Phúc Chu, Phường 15, Tân Bình, Hồ Chí Minh",88.0,4.2,8.0,4.0,8,5,Have certificate,N/A,7.8,Hồ Chí Minh,Tân Bình
"Phố Hào Nam, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",23.0,4.4,3.0,3.0,4,3,Have certificate,N/A,4.6,Hà Nội,Đống Đa
"Đường Thịnh Quang, Phường Láng Hạ, Đống Đa, Hà Nội",25.0,4.2,5.0,3.0,1,1,Have certificate,N/A,3.85,Hà Nội,Đống Đa
"Đường Đẩu Phượng, Phường Văn Đẩu, Kiến An, Hải Phòng",45.0,6.0,5.0,1.0,1,1,Have certificate,Basic,1.28,Hải Phòng,Kiến An
"1507/, Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",94.0,4.2,5.0,2.0,4,4,Have certificate,N/A,3.65,Hồ Chí Minh,Nhà Bè
"Đường Cao Thắng, Phường 12, Quận 10, Hồ Chí Minh",46.6,10.0,4.0,3.0,3,4,Sale contract,N/A,8.5,Hồ Chí Minh,Quận 10
"Đường Tứ Kỳ, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",34.0,3.2,2.0,5.0,3,4,Have certificate,Full,5.35,Hà Nội,Hoàng Mai
"Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",58.0,4.0,7.0,5.0,5,6,Have certificate,Full,6.8,Hồ Chí Minh,Bình Tân
"đường Tứ Hiệp, Thị trấn Văn Điển, Thanh Trì, Hà Nội",35.0,3.6,2.3,5.0,2,3,Have certificate,Full,4.88,Hà Nội,Thanh Trì
"Phố Vũ Ngọc Phan, Phường Láng Hạ, Đống Đa, Hà Nội",33.0,2.5,3.0,5.0,7,5,Have certificate,N/A,5.9,Hà Nội,Đống Đa
"Đường Phạm Văn Thuận, Phường Tam Hiệp, Biên Hòa, Đồng Nai",62.0,4.4,6.0,2.0,3,2,Have certificate,Full,3.59,Đồng Nai,Biên Hòa
"Đường Hàn Hải Nguyên, Phường 8, Quận 11, Hồ Chí Minh",34.5,4.2,5.0,3.0,1,1,Have certificate,N/A,8.2,Hồ Chí Minh,Quận 11
"Đường Kim Giang, Xã Thanh Liệt, Thanh Trì, Hà Nội",40.0,4.0,4.0,6.0,5,4,Have certificate,Full,6.5,Hà Nội,Thanh Trì
"Đường Giải Phóng, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",43.0,7.2,2.0,2.0,2,2,Have certificate,N/A,5.0,Hà Nội,Hoàng Mai
"Đường Cách Mạng Tháng Tám, Phường 13, Quận 10, Hồ Chí Minh",44.0,4.1,6.0,4.0,4,4,Have certificate,N/A,7.3,Hồ Chí Minh,Quận 10
"Đường Số 21, Phường 8, Gò Vấp, Hồ Chí Minh",33.0,4.0,3.0,3.0,2,2,Have certificate,Full,4.45,Hồ Chí Minh,Gò Vấp
"Đường Bát Khối, Phường Cự Khối, Long Biên, Hà Nội",40.0,5.0,2.0,5.0,3,4,Have certificate,Full,4.8,Hà Nội,Long Biên
"Đường Trần Quang Diệu, Phường 13, Quận 3, Hồ Chí Minh",61.0,4.2,5.0,3.0,1,1,Have certificate,Full,9.5,Hồ Chí Minh,Quận 3
"Đường Nguyên Xá, Phường Minh Khai, Bắc Từ Liêm, Hà Nội",44.0,3.8,3.0,5.0,6,4,Have certificate,Full,3.87,Hà Nội,Bắc Từ Liêm
"Đường Nguyễn Thị Tươi, Phường Tân Bình, Dĩ An, Bình Dương",74.3,4.0,10.0,4.0,3,1,Have certificate,Full,5.3,Bình Dương,Dĩ An
"Phố 8/3, Phường Quỳnh Lôi, Hai Bà Trưng, Hà Nội",45.0,3.8,3.5,3.5,2,2,Have certificate,N/A,5.8,Hà Nội,Hai Bà Trưng
"Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội",40.0,5.0,8.0,5.0,4,4,Have certificate,Basic,10.0,Hà Nội,Thanh Xuân
"Đường Số 3 Cư xá Đô Thành, Phường 4, Quận 3, Hồ Chí Minh",50.0,3.5,5.0,1.0,1,1,Sale contract,N/A,7.5,Hồ Chí Minh,Quận 3
"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",40.0,4.0,3.0,3.0,3,3,Have certificate,Full,4.5,Hà Nội,Tây Hồ
"Hẻm 195, Đường Phạm Văn Bạch, Phường 15, Tân Bình, Hồ Chí Minh",39.7,3.55,2.0,2.0,1,1,Have certificate,N/A,3.4,Hồ Chí Minh,Tân Bình
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",60.0,4.2,4.0,3.0,3,3,Have certificate,Basic,6.6,Hồ Chí Minh,Quận 7
"Đường Lê Quang Định, Phường 1, Gò Vấp, Hồ Chí Minh",70.0,5.0,3.5,1.0,2,2,Have certificate,Basic,4.6,Hồ Chí Minh,Gò Vấp
"Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh",50.0,5.1,4.8,3.0,4,4,Have certificate,N/A,9.9,Hồ Chí Minh,Quận 10
"Đường Kha Vạn Cân, Phường Linh Tây, Thủ Đức, Hồ Chí Minh",107.0,5.5,3.0,1.0,2,2,Have certificate,N/A,6.95,Hồ Chí Minh,Thủ Đức
