Address,Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,City,District,class
"Đường Hồng Hà, Phường Phúc Xá, Ba Đình, Hà Nội",35.0,3.0,5.0,5.0,3,4,Have certificate,Basic,7.3,Hà Nội,Ba Đình,1.0
"Đường Hậu Ái, Xã Vân Canh, Hoài Đức, Hà Nội",35.0,4.0,2.5,5.0,3,4,Have certificate,Basic,4.1,Hà Nội,Hoài Đức,1.0
"Đường Số 11, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh.",93.7,4.0,6.0,3.0,4,4,Have certificate,No furnishings,7.7,Hồ Chí Minh,Thủ Đức,1.0
"Đường Cách Mạng Tháng Tám, Phường 7, Tân Bình, Hồ Chí Minh",42.9,3.9,4.0,4.0,4,3,Have certificate,No furnishings,9.2,Hồ Chí Minh,Tân Bình,1.0
"Đường Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh",41.0,3.0,3.0,2.0,2,2,Have certificate,No furnishings,4.2,Hồ Chí Minh,Gò Vấp,0.0
"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",40.0,3.7,3.0,5.0,4,4,Have certificate,Basic,7.8,Hà Nội,Tây Hồ,1.0
"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",25.6,4.0,8.0,2.0,2,2,Have certificate,Basic,2.95,Hồ Chí Minh,Tân Phú,0.0
"Đường Bùi Quang Là, Phường 12, Gò Vấp, Hồ Chí Minh",101.0,5.4,7.0,4.0,6,6,Have certificate,Basic,9.39,Hồ Chí Minh,Gò Vấp,1.0
"Đường Lê Văn Thọ, Phường 11, Gò Vấp, Hồ Chí Minh",42.0,5.0,5.0,2.0,2,2,Have certificate,Full,4.89,Hồ Chí Minh,Gò Vấp,0.0
"Đường Tây Thạnh, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",55.0,3.7,12.0,4.0,4,3,Have certificate,Basic,6.69,Hồ Chí Minh,Tân Phú,1.0
"Đường Cổ Nhuế, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",60.0,4.5,3.0,4.0,4,3,Have certificate,No furnishings,8.59,Hà Nội,Bắc Từ Liêm,1.0
"Đường Võ Thị Sáu, Phường Đông Hòa, Dĩ An, Bình Dương",91.0,4.0,5.0,2.0,3,2,Have certificate,No furnishings,3.75,Bình Dương,Dĩ An,0.0
"Phường Tân Đông Hiệp, Dĩ An, Bình Dương",145.0,5.85,5.0,2.0,2,1,Have certificate,No furnishings,3.2,Bình Dương,Dĩ An,0.0
"Phường Dĩ An, Dĩ An, Bình Dương",120.0,5.0,7.0,2.0,3,2,Have certificate,No furnishings,4.3,Bình Dương,Dĩ An,0.0
"Phường Bưởi, Tây Hồ, Hà Nội",45.0,4.4,5.0,4.0,4,1,Have certificate,No furnishings,6.0,Hà Nội,Tây Hồ,1.0
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",83.6,5.0,6.0,4.0,4,5,Have certificate,No furnishings,8.6,Hồ Chí Minh,Nhà Bè,1.0
"Đường Lê Văn Thọ, Phường 6, Gò Vấp, Hồ Chí Minh",55.0,4.0,6.0,4.0,5,3,Have certificate,No furnishings,7.8,Hồ Chí Minh,Gò Vấp,1.0
"Đường Mễ Trì Thượng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",102.0,8.0,3.0,4.0,4,3,Have certificate,Full,8.5,Hà Nội,Nam Từ Liêm,1.0
"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",33.0,3.7,3.0,5.0,3,3,Have certificate,No furnishings,5.2,Hà Nội,Thanh Xuân,1.0
"Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh.",40.0,5.2,5.0,3.0,4,5,Have certificate,No furnishings,5.5,Hồ Chí Minh,Gò Vấp,1.0
"Dự án Meyhomes Capital, Đường 975, Phường An Thới, Phú Quốc, Kiên Giang",117.0,6.5,12.0,3.0,4,5,Have certificate,No furnishings,6.9,Kiên Giang,Phú Quốc,1.0
"Đường Tô Vĩnh Diện, Phường Khương Trung, Thanh Xuân, Hà Nội",35.0,4.0,3.0,5.0,3,4,Have certificate,Full,7.8,Hà Nội,Thanh Xuân,1.0
"Đường Trung Mỹ Tây 2, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",39.9,3.0,4.0,2.0,2,2,Have certificate,Full,2.9,Hồ Chí Minh,Quận 12,0.0
"Đường Dương Hiến Quyền, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa.",72.8,5.7,8.0,3.0,4,4,Have certificate,No furnishings,6.5,Khánh Hòa,Nha Trang,1.0
"Đường Giáp Nhị, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",30.0,4.3,3.0,5.0,3,3,Have certificate,Basic,5.5,Hà Nội,Hoàng Mai,1.0
"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",44.6,4.48,3.0,6.0,3,4,Have certificate,Full,9.6,Hà Nội,Long Biên,1.0
"Đường Ngọc Lâm, Phường Bồ Đề, Long Biên, Hà Nội",44.6,4.4,5.0,6.0,3,4,Have certificate,Full,9.35,Hà Nội,Long Biên,1.0
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",80.0,5.5,8.0,3.0,4,5,Have certificate,Full,8.5,Hồ Chí Minh,Quận 7,1.0
"Đường Nguyễn Sơn, Phường Bồ Đề, Long Biên, Hà Nội",35.5,4.2,5.0,6.0,3,5,Have certificate,Full,8.9,Hà Nội,Long Biên,1.0
"Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",32.0,3.2,3.0,5.0,3,4,Have certificate,No furnishings,5.5,Hà Nội,Thanh Xuân,1.0
"Đường Thống Nhất, Phường 15, Gò Vấp, Hồ Chí Minh",65.0,6.6,6.0,2.0,3,2,Have certificate,Full,5.2,Hồ Chí Minh,Gò Vấp,0.0
"Đường Nguyễn Thị Kiểu, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",114.0,6.0,5.0,2.0,2,2,Have certificate,Full,4.85,Hồ Chí Minh,Quận 12,0.0
"Dự án HUD Sơn Tây, Phường Quang Trung, Sơn Tây, Hà Nội",88.0,8.0,9.0,3.0,5,3,Sale contract,Basic,5.6,Hà Nội,Sơn Tây,1.0
"Phường Phú Hữu, Quận 9, Hồ Chí Minh",53.0,5.0,6.0,3.0,2,1,Have certificate,No furnishings,3.15,Hồ Chí Minh,Quận 9,0.0
"Dự án Ecolakes Mỹ Phước, Đường NE2, Phường Thới Hòa, Bến Cát, Bình Dương",67.0,6.0,12.0,2.0,2,2,Have certificate,Full,1.75,Bình Dương,Bến Cát,0.0
"Đường Hương Lộ Ngọc Hiệp, Phường Ngọc Hiệp, Nha Trang, Khánh Hòa",51.7,6.0,2.5,2.0,4,2,Have certificate,Basic,2.4,Khánh Hòa,Nha Trang,0.0
"Đường Trường Chinh, Phường 12, Tân Bình, Hồ Chí Minh",60.0,4.4,6.0,3.0,6,6,Have certificate,Full,8.2,Hồ Chí Minh,Tân Bình,1.0
"Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh",68.0,4.0,3.0,2.0,3,2,Have certificate,No furnishings,7.5,Hồ Chí Minh,Gò Vấp,0.0
"Đường Hoàng Văn Hợp, Phường An Lạc A, Bình Tân, Hồ Chí Minh",80.0,5.0,5.0,2.0,4,2,Have certificate,No furnishings,6.3,Hồ Chí Minh,Bình Tân,0.0
"Đường 12, Phường An Lạc A, Bình Tân, Hồ Chí Minh",84.0,4.2,5.0,3.0,3,4,Have certificate,No furnishings,9.5,Hồ Chí Minh,Bình Tân,1.0
"Đường Trần Nhân Tông, Phường Quán Trữ, Kiến An, Hải Phòng",45.0,4.0,2.5,3.0,3,3,Have certificate,Basic,1.79,Hải Phòng,Kiến An,0.0
"Đường Đê La Thành, Phường Ngọc Khánh, Ba Đình, Hà Nội",31.0,3.2,3.0,5.0,3,4,Have certificate,No furnishings,9.5,Hà Nội,Ba Đình,1.0
"Đường Số 4C, Phường An Lạc A, Bình Tân, Hồ Chí Minh",64.0,4.0,5.0,1.0,4,5,Have certificate,No furnishings,8.8,Hồ Chí Minh,Bình Tân,1.0
"Phố Trần Đại Nghĩa, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",50.0,5.0,2.5,3.0,3,3,Sale contract,No furnishings,4.4,Hà Nội,Hai Bà Trưng,0.0
"Đường Nguyễn Hoàng Tôn, Phường Xuân La, Tây Hồ, Hà Nội.",35.0,4.4,5.0,4.0,3,3,Have certificate,No furnishings,6.5,Hà Nội,Tây Hồ,1.0
"Đường Hồng Hà, Phường Phúc Xá, Ba Đình, Hà Nội",60.0,5.0,6.0,6.0,4,5,Have certificate,Full,9.96,Hà Nội,Ba Đình,1.0
"Phố Cầu Am, Phường Vạn Phúc, Hà Đông, Hà Nội",46.0,4.0,2.0,2.0,2,2,Have certificate,No furnishings,5.2,Hà Nội,Hà Đông,0.0
"Đường Mai Xuân Thưởng, Phường Vĩnh Hải, Nha Trang, Khánh Hòa",52.7,5.6,5.0,2.0,2,2,Have certificate,No furnishings,2.9,Khánh Hòa,Nha Trang,0.0
"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội.",52.0,4.0,5.0,4.0,4,3,Have certificate,No furnishings,8.89,Hà Nội,Tây Hồ,1.0
"Đường Láng, Phường Láng Thượng, Đống Đa, Hà Nội",37.0,3.3,2.0,5.0,3,4,Have certificate,Full,6.5,Hà Nội,Đống Đa,1.0
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",42.0,4.5,2.0,4.0,3,3,Have certificate,Basic,7.29,Hà Nội,Đống Đa,1.0
"Đường Phan Tây Hồ, Phường 7, Phú Nhuận, Hồ Chí Minh",70.0,4.0,3.0,3.0,4,3,Have certificate,No furnishings,5.9,Hồ Chí Minh,Phú Nhuận,1.0
"Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội",31.0,3.6,4.5,5.0,3,3,Have certificate,Basic,5.59,Hà Nội,Tây Hồ,1.0
"Đường Xa La, Phường Phúc La, Hà Đông, Hà Nội",42.0,4.0,2.0,4.0,3,4,Have certificate,Full,4.5,Hà Nội,Hà Đông,1.0
"Dự án Hiệp Thành III, Đường Phạm Ngọc Thạch, Phường Hiệp Thành, Thủ Dầu Một, Bình Dương",84.0,4.4,8.0,2.5,3,3,Have certificate,Basic,2.2,Bình Dương,Thủ Dầu Một,0.0
"đường Tây Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",38.0,4.5,3.0,4.0,4,4,Have certificate,Full,5.5,Hà Nội,Nam Từ Liêm,1.0
"Đường Lô Tư, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",52.0,4.0,6.0,5.0,5,6,Have certificate,Full,5.95,Hồ Chí Minh,Bình Tân,1.0
"Đường Tân Kỳ Tân Quý, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",56.0,4.1,7.0,5.0,5,5,Have certificate,Basic,7.39,Hồ Chí Minh,Tân Phú,1.0
"Đường Số 7, Phường Bình Trưng Đông, Thủ Đức, Hồ Chí Minh",70.7,4.4,5.0,5.0,4,4,Have certificate,Basic,6.5,Hồ Chí Minh,Thủ Đức,1.0
"Đường Số 55, Phường 10, Quận 6, Hồ Chí Minh",48.0,4.0,10.0,1.0,1,1,Have certificate,No furnishings,6.85,Hồ Chí Minh,Quận 6,0.0
"Đường 6, Phường Yên Nghĩa, Hà Đông, Hà Nội",33.0,4.4,3.0,3.0,3,2,Have certificate,Basic,1.69,Hà Nội,Hà Đông,0.0
"Đường Phạm Văn Chí, Phường 7, Quận 6, Hồ Chí Minh",67.0,6.1,6.0,4.0,5,5,Have certificate,Full,7.9,Hồ Chí Minh,Quận 6,1.0
"Đường Hương Lộ 3, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",72.0,8.0,8.0,4.0,5,5,Have certificate,Full,6.3,Hồ Chí Minh,Bình Tân,1.0
"Đường Số 17, Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh",90.0,6.0,6.0,5.0,6,6,Have certificate,Full,8.0,Hồ Chí Minh,Thủ Đức,1.0
"Đường Lê Quang Đạo, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",40.0,3.95,2.0,4.0,4,3,Have certificate,Full,5.8,Hà Nội,Nam Từ Liêm,1.0
"Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",100.0,5.0,12.0,1.0,2,2,Have certificate,No furnishings,8.7,Hồ Chí Minh,Quận 7,0.0
"Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",54.0,4.0,4.0,3.0,3,3,Have certificate,Full,8.45,Hà Nội,Đống Đa,1.0
"Đường Số 12, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",47.0,4.3,10.0,2.0,3,3,Have certificate,Full,3.55,Hồ Chí Minh,Bình Tân,0.0
"Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh",44.0,4.1,3.0,2.0,3,2,Have certificate,Full,5.2,Hồ Chí Minh,Quận 11,0.0
"Phố Vĩnh Ninh, Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội",61.0,3.94,3.0,4.0,4,3,Have certificate,No furnishings,3.7,Hà Nội,Thanh Trì,1.0
"Đường Ái Mộ, Phường Bồ Đề, Long Biên, Hà Nội",41.5,4.0,4.0,5.0,3,4,Have certificate,Full,5.78,Hà Nội,Long Biên,1.0
"Đường Số 4, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",88.0,4.3,4.0,3.0,4,4,Have certificate,Full,6.9,Hồ Chí Minh,Thủ Đức,1.0
"Đường 179, Xã Kiêu Kỵ, Gia Lâm, Hà Nội",100.0,4.0,4.0,3.0,4,3,Have certificate,Full,5.8,Hà Nội,Gia Lâm,1.0
"Đường Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh",58.3,4.2,5.0,4.0,4,4,Have certificate,Full,8.8,Hồ Chí Minh,Tân Bình,1.0
"Đường Hà Huy Tập, Phường Hòa Khê, Thanh Khê, Đà Nẵng.",79.3,5.6,5.5,3.0,5,4,Have certificate,Full,7.5,Đà Nẵng,Thanh Khê,1.0
"Đường Hà Huy Tập, Phường Hòa Khê, Thanh Khê, Đà Nẵng",79.3,5.6,5.5,3.0,4,4,Have certificate,Full,7.5,Đà Nẵng,Thanh Khê,1.0
"Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",30.0,4.1,3.0,4.0,3,3,Have certificate,Basic,5.5,Hà Nội,Đống Đa,1.0
"Đường Ngô Gia Tự, Phường Đức Giang, Long Biên, Hà Nội",52.0,4.2,2.5,4.0,4,3,Have certificate,Full,6.15,Hà Nội,Long Biên,1.0
"Đường Nguyễn Bình, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",42.0,4.0,6.0,3.0,4,3,Have certificate,Basic,2.3,Hồ Chí Minh,Nhà Bè,1.0
"Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",38.0,4.0,3.0,4.0,4,4,Have certificate,Full,6.9,Hà Nội,Thanh Xuân,1.0
"Đường Vương Thừa Vũ, Phường Khương Trung, Thanh Xuân, Hà Nội",43.0,7.5,6.0,5.0,4,5,Have certificate,Full,8.7,Hà Nội,Thanh Xuân,1.0
"279, Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",36.0,3.5,2.5,4.0,4,3,Have certificate,Full,6.0,Hà Nội,Ba Đình,1.0
"Đường Phú Đô, Phường Phú Đô, Nam Từ Liêm, Hà Nội",48.0,4.0,5.0,4.0,4,4,Have certificate,Full,9.6,Hà Nội,Nam Từ Liêm,1.0
"Đường Hưng Bình 2, Xã Hưng Thịnh, Trảng Bom, Đồng Nai",175.0,14.0,6.0,1.0,3,2,Have certificate,No furnishings,2.6,Đồng Nai,Trảng Bom,0.0
"Đường Nguyễn Duy Trinh, Phường Phú Hữu, Quận 9, Hồ Chí Minh",123.0,5.2,12.0,4.0,8,8,Have certificate,Full,8.9,Hồ Chí Minh,Quận 9,1.0
"Đường Ngọc Thụy, Phường Long Biên, Long Biên, Hà Nội",51.0,3.4,2.0,5.0,5,3,Have certificate,Full,5.1,Hà Nội,Long Biên,1.0
"Đường 19, Phường 8, Gò Vấp, Hồ Chí Minh",70.0,10.0,4.0,2.0,3,2,Have certificate,Basic,4.85,Hồ Chí Minh,Gò Vấp,0.0
"Đường Thanh Nhàn, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",70.0,5.0,2.0,2.0,4,4,Have certificate,No furnishings,6.75,Hà Nội,Hai Bà Trưng,1.0
"Đường Số 8, Phường 11, Gò Vấp, Hồ Chí Minh",56.0,4.1,6.0,5.0,5,5,Have certificate,Full,7.8,Hồ Chí Minh,Gò Vấp,1.0
"Đường Âu Dương Lân, Phường 2, Quận 8, Hồ Chí Minh",87.0,4.0,12.0,3.0,3,2,Have certificate,No furnishings,8.0,Hồ Chí Minh,Quận 8,0.0
"Đường Lê Đức Thọ, Phường 13, Gò Vấp, Hồ Chí Minh",51.0,4.6,9.0,6.0,4,5,Have certificate,No furnishings,6.5,Hồ Chí Minh,Gò Vấp,1.0
"Đường Tỉnh Lộ 10, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",69.0,5.3,4.0,3.0,3,3,Have certificate,Basic,6.0,Hồ Chí Minh,Bình Tân,0.0
"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",49.0,4.2,3.0,2.0,2,2,Have certificate,Full,5.88,Hồ Chí Minh,Bình Thạnh,0.0
"Phường Linh Đông, Thủ Đức, Hồ Chí Minh",55.4,4.0,5.0,3.0,3,4,Have certificate,Full,5.7,Hồ Chí Minh,Thủ Đức,1.0
"Đường Tây Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",45.0,4.2,3.0,4.0,5,4,Sale contract,Full,4.65,Hà Nội,Nam Từ Liêm,1.0
"Đường Lê Trọng Tấn, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",65.0,4.56,5.0,2.0,2,2,Have certificate,No furnishings,5.2,Hồ Chí Minh,Tân Phú,0.0
"Xã Thanh Lâm, Mê Linh, Hà Nội",122.0,5.5,5.0,1.0,1,1,Sale contract,No furnishings,7.5,Hà Nội,Mê Linh,0.0
"Đường Nguyễn Thị Minh Khai, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",82.0,4.0,7.0,2.0,3,2,Have certificate,No furnishings,3.45,Bình Dương,Dĩ An,0.0
"Ngõ 354, Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội",41.0,3.3,2.0,6.0,3,5,Have certificate,Full,7.6,Hà Nội,Đống Đa,1.0
"Đường Nghĩa Phát, Phường 6, Tân Bình, Hồ Chí Minh",30.0,3.3,5.0,3.0,3,2,Have certificate,Basic,4.5,Hồ Chí Minh,Tân Bình,0.0
"Ngõ 194, Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",42.0,3.5,5.0,5.0,4,5,Have certificate,No furnishings,8.1,Hà Nội,Ba Đình,1.0
"Trường Chinh, 14, Tân Bình, Hồ Chí Minh",86.0,5.0,5.0,2.0,3,3,Have certificate,No furnishings,7.15,Hồ Chí Minh,Tân Bình,0.0
"Đường Cao Lỗ, Xóm Trong, Xã Uy Nỗ, Đông Anh, Hà Nội",43.0,5.62,5.0,3.0,1,1,Sale contract,No furnishings,3.3,Hà Nội,Đông Anh,0.0
"Đường Hà Huy Tập, Phường Chính Gián, Thanh Khê, Đà Nẵng",70.0,5.0,3.5,3.0,2,2,Have certificate,Full,3.47,Đà Nẵng,Thanh Khê,0.0
"Ngõ 678, Đường Đê La Thành, Phường Giảng Võ, Ba Đình, Hà Nội",40.0,4.0,5.0,4.0,4,5,Sale contract,No furnishings,8.95,Hà Nội,Ba Đình,1.0
"Đường Nguyễn Lộ Trạch, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",100.0,5.0,7.5,3.0,3,3,Have certificate,Full,8.75,Đà Nẵng,Hải Châu,1.0
"Đường Phước Long, Phường Phước Long, Nha Trang, Khánh Hòa",92.0,4.0,6.0,2.0,3,3,Sale contract,No furnishings,4.0,Khánh Hòa,Nha Trang,0.0
"Đường Huyện 92, Xã Đạo Thạnh, Mỹ Tho, Tiền Giang",150.0,4.0,4.0,2.0,3,3,Have certificate,No furnishings,2.35,Tiền Giang,Mỹ Tho,0.0
"Đường Nguyễn Trung Trực, Xã Mỹ Phong, Mỹ Tho, Tiền Giang",100.0,4.0,2.5,2.0,3,2,Have certificate,No furnishings,1.65,Tiền Giang,Mỹ Tho,0.0
"Đường Nguyễn Văn Khối, Phường 11, Gò Vấp, Hồ Chí Minh",86.0,4.0,3.0,2.0,3,2,Have certificate,Full,7.05,Hồ Chí Minh,Gò Vấp,0.0
"Đường An Nhơn 7, Phường An Hải Đông, Sơn Trà, Đà Nẵng",50.0,4.5,4.0,2.0,2,1,Have certificate,Full,3.35,Đà Nẵng,Sơn Trà,0.0
"Đường Lê Văn Chí, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",50.0,4.2,8.0,3.0,3,4,Sale contract,Full,6.0,Hồ Chí Minh,Thủ Đức,1.0
"Đường Phan Văn Trị, Phường 3, Gò Vấp, Hồ Chí Minh",60.0,4.0,5.0,4.0,6,7,Have certificate,Full,7.2,Hồ Chí Minh,Gò Vấp,1.0
"Đường Phạm Văn Đồng, Phường Linh Tây, Thủ Đức, Hồ Chí Minh",62.0,5.0,6.0,2.0,3,3,Have certificate,Full,5.4,Hồ Chí Minh,Thủ Đức,0.0
"Hẻm 33 Đường Gò Dầu, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",68.0,4.4,8.0,3.0,4,4,Have certificate,Basic,8.9,Hồ Chí Minh,Tân Phú,1.0
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",40.0,3.6,3.2,5.0,3,4,Have certificate,Basic,4.8,Hà Nội,Long Biên,1.0
"Đường Nguyễn Lâm, Phường 6, Quận 10, Hồ Chí Minh",37.0,3.6,5.0,3.0,3,1,Have certificate,Basic,9.0,Hồ Chí Minh,Quận 10,0.0
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",60.0,5.0,3.0,6.0,3,4,Have certificate,Basic,6.3,Hà Nội,Long Biên,1.0
"Đường Vương Thừa Vũ, Phường Khương Trung, Thanh Xuân, Hà Nội",52.0,3.9,6.0,5.0,4,4,Have certificate,Full,9.9,Hà Nội,Thanh Xuân,1.0
"Đường Vương Thừa Vũ, Phường Khương Trung, Thanh Xuân, Hà Nội",50.0,3.6,6.0,5.0,5,5,Have certificate,Full,10.0,Hà Nội,Thanh Xuân,1.0
"Đường An Phú Đông 9, Phường An Phú Đông, Quận 12, Hồ Chí Minh",132.5,5.0,8.0,3.0,3,1,Have certificate,Basic,10.0,Hồ Chí Minh,Quận 12,0.0
"Đường Văn Quán, Phường Văn Quán, Hà Đông, Hà Nội",40.0,3.8,6.0,4.0,4,3,Have certificate,No furnishings,9.2,Hà Nội,Hà Đông,1.0
"Phố Nguyễn Đổng Chi, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",39.0,3.5,5.0,5.0,4,4,Have certificate,No furnishings,9.0,Hà Nội,Nam Từ Liêm,1.0
"Phố Quốc Tử Giám, Phường Quốc Tử Giám, Đống Đa, Hà Nội",42.0,4.0,2.0,3.0,3,2,Have certificate,Full,6.7,Hà Nội,Đống Đa,0.0
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",55.0,4.5,2.5,4.0,4,3,Have certificate,Full,6.0,Hà Nội,Ba Đình,1.0
"Đường Số 6, Phường Long Trường, Quận 9, Hồ Chí Minh",54.0,4.4,5.0,3.0,3,3,Have certificate,Full,4.1,Hồ Chí Minh,Quận 9,0.0
"Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",34.0,3.5,4.0,3.0,3,3,Have certificate,Full,4.6,Hà Nội,Hoàng Mai,1.0
"Đường Trương Định, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",57.0,5.6,3.8,3.0,3,3,Have certificate,Basic,6.1,Hà Nội,Hoàng Mai,1.0
"Đường Nguyễn Công Trứ, Phường  An Hải Bắc, Sơn Trà, Đà Nẵng",55.0,5.0,5.0,3.0,3,3,Have certificate,Full,4.6,Đà Nẵng,Sơn Trà,0.0
"Đường Bình Giã, Phường 13, Tân Bình, Hồ Chí Minh",49.0,3.6,5.0,4.0,4,5,Have certificate,Full,7.9,Hồ Chí Minh,Tân Bình,1.0
"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",52.0,3.5,3.0,4.0,3,4,Have certificate,Basic,7.0,Hà Nội,Tây Hồ,1.0
"Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",50.0,4.1,3.0,4.0,5,5,Have certificate,Basic,6.8,Hồ Chí Minh,Quận 7,1.0
"Đường Nguyễn Duy Trinh, Phường Long Trường, Quận 9, Hồ Chí Minh",60.0,5.0,5.0,3.0,4,3,Have certificate,No furnishings,4.5,Hồ Chí Minh,Quận 9,1.0
"Đường Lương Thế Vinh, Phường An Hải Đông, Sơn Trà, Đà Nẵng.",96.0,5.0,5.0,2.0,3,2,Have certificate,Full,3.75,Đà Nẵng,Sơn Trà,0.0
"Đường Lý Đạo Thành, Phường  An Hải Bắc, Sơn Trà, Đà Nẵng",100.0,5.0,7.5,2.0,3,2,Have certificate,Full,5.5,Đà Nẵng,Sơn Trà,0.0
"Đường Võ Thị Sáu, Phường Bình Hưng, Phan Thiết, Bình Thuận",100.0,5.0,3.0,4.0,6,5,Have certificate,No furnishings,5.6,Bình Thuận,Phan Thiết,1.0
"Đường An Thượng 29, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",90.0,5.1,7.5,1.0,2,2,Have certificate,Full,9.8,Đà Nẵng,Ngũ Hành Sơn,0.0
"Đường Trần Văn Dư, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",100.0,5.0,7.5,2.0,2,2,Have certificate,Full,8.8,Đà Nẵng,Ngũ Hành Sơn,0.0
"Đường Huỳnh Văn Bánh, Phường 13, Phú Nhuận, Hồ Chí Minh",79.0,5.6,4.0,3.0,3,2,Have certificate,Basic,8.0,Hồ Chí Minh,Phú Nhuận,0.0
"Đường Phạm Cự Lượng, Phường An Hải Đông, Sơn Trà, Đà Nẵng",65.0,5.0,7.5,3.0,3,3,Have certificate,Full,6.0,Đà Nẵng,Sơn Trà,0.0
"Đường Nguyễn Thiện Kế, Phường An Hải Đông, Sơn Trà, Đà Nẵng",125.0,6.1,7.5,1.0,3,3,Have certificate,Full,8.4,Đà Nẵng,Sơn Trà,0.0
"Đường Phan Tây Hồ, Phường 7, Phú Nhuận, Hồ Chí Minh",70.0,4.3,4.0,2.0,4,4,Have certificate,Full,7.8,Hồ Chí Minh,Phú Nhuận,1.0
"Đường Đinh Tiên Hoàng, Phường 1, Bình Thạnh, Hồ Chí Minh",37.0,3.7,4.0,3.0,2,3,Sale contract,Basic,3.8,Hồ Chí Minh,Bình Thạnh,0.0
"Đường Lý Triện, Phường Hòa Khê, Thanh Khê, Đà Nẵng",74.0,4.5,7.5,4.0,4,4,Have certificate,No furnishings,5.95,Đà Nẵng,Thanh Khê,1.0
"Đường An Trung 16, Phường An Hải Tây, Sơn Trà, Đà Nẵng",60.0,5.0,5.0,2.0,3,2,Have certificate,Full,3.85,Đà Nẵng,Sơn Trà,0.0
